living_area_sqft,bedrooms,bathrooms,property_age,lot_size,parking_spaces,property_condition,neighborhood_quality,distance_to_transit,distance_to_school,crime_index,accessibility_score,local_income,unemployment_rate,inflation_rate,property_price
2037.6,3,2.5,9.5,10476.1,2,Average,5.33,4.14,5.51,35.55,7.7,94.08,4.23,3.51,49.08
2930.6,5,4.5,11.6,14507.4,3,Average,6.85,3.3,3.05,32.62,10.0,117.63,5.79,2.58,74.69
1105.0,1,1.5,20.5,5888.8,1,Good,7.81,0.41,2.7,23.17,10.0,102.57,5.35,3.23,47.52
3413.0,6,4.5,37.7,13777.0,2,Good,9.04,2.62,1.21,8.0,10.0,112.95,4.7,4.21,87.18
1890.7,3,2.0,28.2,7819.0,3,Excellent,9.75,0.36,2.96,8.0,10.0,157.66,4.44,3.22,68.64
1720.9,3,1.5,0.4,9757.2,1,Good,5.85,0.41,2.43,48.07,10.0,91.42,5.8,2.92,51.02
1402.2,2,1.5,2.4,5680.6,2,,8.64,0.37,2.96,14.12,10.0,128.97,4.75,4.41,53.99
1119.7,2,1.0,34.5,4104.4,0,Average,6.86,1.14,5.19,41.45,10.0,116.6,4.84,3.55,40.53
2665.4,6,4.0,32.3,8297.8,3,Excellent,10.0,5.38,6.26,10.52,9.58,126.54,4.67,3.02,78.96
2050.1,3,2.0,8.9,10309.5,2,Excellent,8.48,1.64,1.06,8.26,10.0,135.16,8.32,2.75,69.47
1272.2,2,1.5,15.8,6844.5,2,Average,6.18,3.47,2.46,40.89,9.12,105.04,5.37,2.54,46.99
1269.9,2,1.5,42.5,6557.7,4,Good,5.07,0.63,2.48,37.67,10.0,103.91,4.29,3.72,46.9
1776.6,3,2.5,43.7,7454.1,1,Average,1.77,8.84,2.02,66.11,6.88,65.72,2.5,3.98,36.89
3583.7,5,3.5,27.5,12233.8,3,Average,7.71,2.45,1.97,35.48,9.73,114.6,3.4,3.4,81.44
1824.6,1,1.5,4.2,10847.5,1,Excellent,8.32,0.28,0.98,10.39,10.0,131.17,4.88,3.25,68.51
1180.7,3,2.0,23.6,7129.8,1,Average,7.84,2.67,3.91,21.89,10.0,115.8,7.06,3.84,55.28
1833.5,3,2.0,1.9,8710.6,2,Fair,2.26,0.85,1.84,58.93,10.0,53.07,7.72,2.34,47.77
1816.3,2,2.0,40.4,9941.4,1,Average,4.24,0.9,2.31,45.27,10.0,57.91,4.94,3.46,38.34
800.0,1,1.5,2.9,2710.6,2,Excellent,7.37,3.14,2.25,25.76,10.0,106.56,5.6,3.41,36.0
1960.6,4,3.0,19.5,7096.3,4,Good,9.71,1.02,0.65,8.0,10.0,111.58,5.02,3.71,67.32
1843.0,4,2.5,17.0,7547.6,2,Good,6.4,0.97,1.63,34.53,10.0,96.68,5.7,3.76,51.71
2549.6,5,3.0,27.0,7947.4,2,Good,8.46,2.69,5.14,23.73,10.0,140.83,4.94,3.09,65.86
3816.7,6,4.5,14.4,14386.0,4,Good,4.64,1.06,6.04,42.53,10.0,89.23,4.59,4.79,77.01
2964.0,5,4.0,1.1,16140.7,4,Good,6.87,0.57,3.39,20.97,10.0,105.61,4.48,2.59,86.21
1818.7,3,2.0,22.0,7704.1,1,Good,6.01,1.88,0.43,44.95,9.32,91.24,5.98,3.04,48.08
1356.6,3,1.5,8.7,6068.8,1,Fair,8.64,0.37,5.91,14.37,10.0,116.77,6.63,4.04,43.14
4918.1,6,4.5,6.9,22910.6,3,Good,5.53,7.74,1.08,59.26,6.61,75.72,4.71,2.92,99.74
2040.0,3,3.0,65.0,11438.1,2,Fair,9.52,2.12,1.03,8.2,10.0,145.93,6.0,3.48,59.22
2008.0,4,3.5,16.1,6540.7,2,Good,5.95,0.24,4.21,41.42,10.0,71.89,5.37,3.0,57.58
1981.4,3,2.0,22.3,12119.7,2,Average,4.57,,3.26,34.51,10.0,55.79,4.78,3.11,45.89
2141.6,4,3.0,13.5,9640.0,3,Good,4.63,10.33,4.9,39.06,6.42,90.96,5.95,2.43,59.22
1899.7,3,2.0,26.5,7743.9,2,Good,5.38,2.4,6.76,25.64,8.76,89.78,6.68,3.97,52.53
1634.7,3,2.5,25.1,7138.2,2,Good,7.17,1.62,3.34,32.95,10.0,108.05,4.29,3.99,58.01
1650.1,2,1.5,19.3,7790.5,1,Average,5.4,1.41,5.56,43.05,9.65,90.02,4.85,3.98,43.71
1975.4,3,2.5,65.0,10558.3,1,Good,5.02,1.93,1.07,48.59,10.0,110.91,6.81,3.08,57.7
1652.1,2,1.0,11.1,6342.2,1,Fair,8.1,0.96,2.89,29.95,10.0,118.95,5.15,3.65,53.6
1557.0,2,2.0,22.0,8291.1,1,Average,1.0,4.62,5.24,84.62,9.05,40.61,4.33,4.9,33.97
2074.0,2,2.0,28.8,10842.1,0,Good,5.73,2.47,1.67,36.34,10.0,119.66,5.39,3.62,61.67
1827.6,3,2.5,8.5,6864.1,2,Average,4.1,4.65,3.99,54.72,8.51,71.24,5.21,2.53,39.02
3382.6,6,4.5,11.0,18421.7,3,Fair,4.94,1.14,5.4,49.31,10.0,105.94,6.36,2.76,79.19
800.0,1,1.0,62.6,5635.5,2,Good,6.94,0.2,2.55,29.59,10.0,75.3,5.15,2.72,33.15
2927.9,6,4.0,0.6,12251.7,3,Excellent,6.13,11.04,2.46,32.98,7.5,79.24,5.19,4.39,74.75
3090.6,6,4.5,7.4,17835.8,2,Good,5.97,2.5,4.33,53.21,10.0,84.28,5.14,3.7,84.26
967.1,2,1.5,12.0,3208.1,1,Good,8.64,0.47,0.51,8.0,10.0,132.55,5.38,2.22,56.69
1772.3,2,1.5,0.0,4484.4,1,Excellent,6.48,0.55,1.89,36.94,10.0,124.3,6.87,4.38,64.86
1754.6,5,3.0,41.3,6305.0,3,Good,9.75,2.03,0.43,14.81,10.0,128.86,6.0,3.82,65.17
1220.9,1,1.0,6.1,5178.1,1,Excellent,7.78,4.0,2.93,15.38,8.88,128.19,4.05,3.53,50.57
1522.0,2,1.5,5.4,8146.1,0,Good,4.76,1.82,3.79,39.82,10.0,111.06,5.51,4.54,54.84
1354.7,2,2.0,30.9,4579.7,4,Average,9.98,5.69,1.95,8.0,10.0,161.69,5.58,3.23,49.93
3689.7,6,4.5,5.9,11140.0,3,Average,7.0,1.48,2.43,34.35,9.9,99.85,5.61,4.42,97.42
2772.5,5,3.5,19.3,8813.3,3,Fair,9.87,0.35,1.45,11.55,10.0,150.66,3.57,1.8,77.99
3118.3,5,4.0,31.0,16570.0,2,Good,6.02,0.23,1.63,38.54,10.0,98.99,5.36,2.85,78.84
2572.4,3,2.0,28.3,12829.2,1,Good,6.99,6.48,4.37,34.63,9.81,96.15,4.58,3.99,61.75
1345.9,2,1.5,27.4,7368.6,1,Average,7.28,13.53,2.25,34.39,6.21,114.68,3.55,4.66,42.14
1663.1,2,1.5,1.7,7580.4,2,Good,6.2,0.66,2.26,43.73,10.0,89.64,6.53,2.49,48.98
2371.5,4,3.0,1.5,11973.7,3,Good,8.79,0.4,2.86,30.44,10.0,127.82,4.89,3.09,74.67
1302.8,2,1.0,6.6,4614.8,2,Good,9.98,8.07,7.55,20.02,8.02,120.46,4.91,3.52,50.44
2564.6,3,2.0,0.7,10639.4,1,Average,2.37,0.54,3.9,69.84,9.69,30.0,6.17,2.7,53.06
1837.0,4,2.0,12.5,9430.2,0,Average,7.97,1.03,2.21,30.22,10.0,112.61,6.33,3.2,45.89
1752.5,2,1.5,9.0,8376.9,1,Average,4.89,5.38,3.81,50.79,8.85,85.69,4.93,4.59,58.45
2562.7,3,3.0,14.7,7575.6,1,Good,1.83,14.0,3.03,74.32,4.47,30.29,5.23,2.63,53.87
2334.4,4,3.0,6.4,13214.7,1,Average,7.43,2.33,2.15,20.84,10.0,117.82,4.09,3.22,64.29
1761.0,3,2.0,12.0,10106.0,2,Good,7.43,,0.24,29.87,10.0,111.1,4.16,3.6,59.42
2998.2,4,3.5,7.3,11165.3,1,Fair,7.72,6.22,3.82,8.84,9.66,122.93,6.63,3.75,72.26
1368.7,2,2.0,3.9,6417.5,2,Good,7.17,1.8,4.84,37.66,10.0,120.67,5.25,2.75,55.13
2478.9,3,2.5,18.9,14361.7,1,Fair,8.08,1.22,0.52,24.34,10.0,136.67,6.27,3.27,70.02
2459.2,5,3.5,20.1,8690.5,3,Fair,5.41,2.36,3.33,41.67,10.0,95.71,5.02,3.18,56.91
1793.0,3,2.0,31.8,8682.5,2,Good,6.97,6.4,5.79,29.27,8.54,101.07,5.66,3.63,62.93
2239.8,3,3.0,37.4,10317.9,2,Average,7.76,1.05,1.23,31.12,9.98,116.85,3.28,2.52,62.79
1289.6,2,2.5,21.9,5931.5,3,Fair,8.94,1.96,2.36,28.06,10.0,160.36,6.15,4.35,60.05
2761.2,4,3.5,20.9,14169.2,4,Average,6.58,2.08,2.53,36.48,10.0,114.45,5.17,3.59,70.6
1873.0,3,1.5,1.1,7254.5,2,Good,6.12,5.92,5.36,53.74,8.97,96.33,4.68,4.2,59.44
1664.1,3,2.0,2.1,5702.0,2,Average,6.4,3.81,1.44,43.01,9.91,96.5,5.89,2.97,54.17
2884.6,4,3.5,30.1,9441.3,3,Average,4.35,5.05,4.94,46.58,10.0,66.67,6.29,2.48,57.29
1561.6,3,2.0,4.8,7054.4,2,Average,7.89,3.98,6.38,31.13,10.0,99.06,4.75,2.68,54.98
1220.5,2,2.0,7.9,6236.7,2,Average,3.88,3.07,3.62,55.86,9.57,93.5,3.88,3.93,42.04
1158.8,2,1.5,2.8,5575.4,1,Average,7.2,0.65,1.93,23.14,10.0,114.54,7.03,3.07,51.25
2470.3,2,1.5,3.9,8148.5,0,Average,6.65,5.93,0.72,33.45,9.89,83.74,4.96,2.19,56.39
1276.5,3,2.0,26.9,8261.7,1,Average,3.71,3.19,2.24,53.68,10.0,65.89,3.09,3.54,39.63
3692.9,6,4.0,5.5,17694.4,4,Average,3.81,4.07,1.67,54.78,9.36,86.61,4.74,3.16,88.08
964.2,1,1.0,10.7,4182.0,1,Average,4.96,5.03,0.89,45.89,10.0,75.82,5.69,3.18,25.52
3618.3,6,4.5,3.0,15892.5,3,Average,5.88,1.4,4.49,43.94,10.0,81.23,5.11,2.12,80.07
2151.4,4,3.5,20.4,11894.2,3,,9.16,2.04,1.9,18.38,10.0,135.39,5.06,2.27,70.26
1931.7,2,2.5,23.5,8883.5,1,Good,6.3,2.69,3.6,46.28,10.0,106.67,4.81,2.99,56.03
1651.2,3,1.5,8.1,6253.9,2,Excellent,7.48,1.54,0.95,33.42,10.0,104.82,4.74,2.7,59.64
2297.8,4,2.0,27.6,10316.8,2,Average,8.78,1.16,2.09,13.84,10.0,117.58,3.79,2.97,71.88
1972.0,3,2.0,4.9,11930.2,2,Good,8.43,5.0,6.03,37.2,9.93,128.41,3.77,4.02,63.82
2940.0,4,2.5,21.2,12145.6,2,Average,6.49,4.68,1.87,32.15,9.64,83.86,5.6,2.6,74.04
2079.7,4,3.0,23.6,9225.8,2,Good,5.23,5.9,1.92,43.16,9.82,77.61,6.55,2.72,57.54
2106.1,3,2.5,62.3,9581.6,1,Good,7.4,4.02,2.7,33.91,10.0,108.39,4.9,3.0,52.66
1759.4,3,2.5,4.8,5615.7,1,Good,5.27,1.4,1.25,67.0,10.0,95.91,6.72,2.68,53.15
1958.8,2,2.0,1.8,8766.8,1,Average,9.77,1.47,3.4,14.9,10.0,131.33,6.41,3.24,63.15
2225.5,3,2.5,5.5,8646.3,1,Good,8.06,2.6,4.59,17.81,10.0,125.6,5.05,4.17,64.35
1098.2,3,1.0,2.4,3760.1,1,Good,6.88,5.98,3.14,17.81,9.07,120.39,5.9,3.18,38.7
1246.6,1,1.0,3.3,5768.9,1,Average,7.42,1.56,1.38,15.94,10.0,103.27,5.74,3.59,42.06
2591.9,4,3.0,7.3,7517.5,2,Good,6.82,4.85,2.06,27.97,10.0,148.56,4.64,1.8,68.17
2121.3,3,2.5,9.6,8231.8,2,Good,5.84,1.37,3.56,42.73,10.0,112.0,2.83,3.46,68.19
1873.6,2,1.5,42.1,6719.7,1,Average,7.4,1.52,4.36,17.11,10.0,113.89,5.35,4.51,50.67
2011.1,2,1.5,3.9,5915.1,3,Excellent,6.06,4.67,5.64,41.13,8.39,92.18,5.97,3.47,62.66
2256.7,3,2.0,64.2,11634.2,2,Fair,9.99,3.83,1.45,8.0,10.0,132.06,4.59,3.5,59.15
1654.2,3,1.5,29.9,9436.4,2,Average,5.25,0.95,5.13,35.0,10.0,108.67,7.41,3.61,43.2
1521.7,2,1.0,38.4,5921.9,1,Average,7.42,5.81,4.18,33.49,10.0,113.23,6.34,4.58,41.02
2140.0,3,2.0,47.7,9870.3,3,Excellent,5.09,5.11,4.49,42.85,8.87,63.4,3.58,4.42,54.89
1418.8,2,1.5,25.2,6025.6,1,Average,5.07,5.31,3.62,59.91,9.46,59.36,4.99,2.63,38.42
2305.1,4,2.5,28.0,10804.9,3,Average,3.29,2.23,1.18,55.24,10.0,64.35,4.28,4.3,59.7
1101.1,2,1.5,10.4,6108.7,2,Good,7.24,1.48,2.56,38.77,10.0,110.15,4.8,4.43,54.77
2864.7,4,3.0,12.9,10673.7,2,Average,5.54,6.27,0.51,62.66,9.09,75.89,5.92,2.12,54.56
2357.6,4,2.0,48.5,11099.3,2,Good,8.45,3.04,2.92,17.53,10.0,100.97,4.92,3.42,76.0
2185.5,4,3.5,8.6,7104.8,3,Good,7.24,8.75,1.96,53.12,8.93,80.82,4.57,3.79,58.08
2818.4,6,4.0,0.8,7791.8,3,Average,6.77,1.14,0.2,35.09,10.0,92.19,5.3,1.8,77.43
3579.3,5,4.0,25.9,19379.2,2,Excellent,3.96,12.09,1.25,50.52,4.66,65.47,6.04,2.89,80.58
2849.9,5,3.0,15.3,15209.3,2,Fair,7.55,,8.5,24.22,10.0,121.54,6.02,2.86,73.71
1049.1,2,2.0,30.4,5647.0,0,Excellent,5.31,1.75,1.31,41.76,10.0,84.22,5.88,2.92,46.92
1276.8,1,1.0,1.4,6584.9,1,,3.92,1.07,1.19,64.71,9.63,84.99,6.71,4.18,48.89
1605.7,3,2.0,17.5,7586.0,3,Average,7.27,10.93,4.91,39.38,5.9,117.13,5.1,3.36,49.4
2016.5,2,1.5,5.1,8941.4,0,Excellent,4.24,0.33,1.51,62.48,9.88,80.89,4.8,3.72,59.78
2395.1,3,3.0,42.0,8692.6,2,Fair,2.74,2.25,1.79,52.22,10.0,70.17,5.03,3.47,44.81
1550.0,3,2.0,2.1,7146.7,2,Excellent,8.83,1.66,3.66,21.88,10.0,107.19,4.31,5.25,60.2
2133.2,3,2.5,33.3,9098.4,3,Fair,5.49,0.76,2.42,31.88,10.0,80.64,4.28,4.15,50.95
1534.0,3,2.0,1.7,8216.0,3,Average,3.36,4.2,2.44,63.59,10.0,97.26,6.01,3.39,34.73
1613.2,3,1.5,0.5,8433.2,0,Average,4.77,7.51,1.26,48.2,7.99,53.14,6.11,3.2,39.04
1221.3,1,1.0,4.8,6799.6,1,Average,5.2,1.09,4.28,50.09,10.0,80.66,2.5,2.88,36.71
1446.5,2,1.5,7.3,7052.3,0,Good,8.56,2.4,3.48,15.3,10.0,130.1,6.23,2.67,49.42
1245.0,1,1.5,17.7,25683.75,0,Average,3.51,2.96,1.3,47.53,9.96,39.05,4.75,2.5,37.45
1420.0,3,1.5,2.5,6649.0,2,Fair,4.09,1.78,2.5,62.34,10.0,61.5,4.5,4.14,38.53
2889.3,4,3.0,10.4,13326.1,2,Good,8.26,8.34,3.98,26.7,8.12,147.99,4.84,2.73,80.85
1433.3,2,1.5,4.1,8387.3,2,Good,5.69,2.18,1.57,42.69,9.81,92.83,3.81,3.88,44.58
5020.7,6,5.0,34.8,24272.8,2,Good,6.91,13.2,2.68,16.69,5.08,96.43,5.02,3.02,99.74
2374.8,4,3.0,0.8,13368.9,3,Good,5.62,1.32,0.48,48.08,10.0,92.53,7.31,2.84,66.7
2131.7,3,2.5,7.9,10581.5,2,Good,10.0,0.44,3.88,8.0,10.0,131.93,3.5,3.15,79.01
1479.7,2,1.5,18.0,9035.0,2,Average,4.18,2.94,1.52,54.58,10.0,97.03,5.88,4.74,44.49
2553.2,5,3.0,44.0,10879.2,2,Good,7.01,5.75,2.74,29.62,8.87,91.72,6.27,5.68,67.83
1633.6,3,2.5,36.4,8722.6,3,Average,9.21,1.77,4.19,13.0,10.0,123.54,5.84,3.13,51.51
2085.4,4,3.0,40.6,7447.7,2,Average,5.83,0.86,3.18,47.33,10.0,71.1,6.89,3.06,57.01
4895.3,6,5.0,1.2,15106.7,3,Excellent,5.14,4.49,1.15,39.94,9.56,80.01,6.28,4.12,106.47
1932.1,2,2.5,33.1,9430.9,2,Good,7.88,1.21,1.82,24.22,10.0,113.19,5.94,3.51,51.78
2987.7,5,4.0,27.2,16779.9,3,Good,8.31,4.9,3.31,24.1,9.7,137.27,6.34,2.91,84.66
1562.3,2,2.0,41.9,5852.9,1,Fair,5.06,1.17,0.38,65.68,10.0,68.96,6.29,3.77,40.48
1973.9,4,1.5,6.7,7739.5,4,Average,9.13,,3.11,14.37,10.0,136.79,4.82,3.98,65.11
3713.7,6,5.0,43.7,15697.7,4,Good,6.59,7.2,1.21,41.6,7.66,102.02,5.89,3.22,84.5
1604.5,3,2.5,9.3,8584.5,2,Excellent,7.42,0.93,3.54,22.59,10.0,83.79,4.9,3.24,54.93
3768.2,5,4.5,18.1,14256.4,3,Average,9.18,5.7,3.03,30.2,10.0,120.4,3.73,4.69,98.26
2559.9,5,4.0,9.9,13223.7,3,Excellent,7.88,1.19,4.46,20.06,10.0,104.95,7.22,2.78,81.27
1641.1,3,2.5,10.0,9927.2,1,Good,6.5,3.66,4.07,31.85,10.0,123.31,4.59,2.99,51.1
2493.3,4,3.5,14.2,14210.7,2,Average,5.29,1.09,4.11,48.07,10.0,93.49,6.41,3.05,64.29
2808.5,4,3.5,7.9,10394.3,2,Average,10.0,0.59,2.59,8.0,10.0,142.03,5.79,4.67,78.47
2484.0,4,3.5,28.3,9200.1,2,Average,5.08,,2.45,61.55,9.59,30.0,4.21,1.92,51.0
1153.3,1,1.0,18.1,4494.5,1,Good,7.07,3.09,4.47,29.3,9.61,79.62,4.35,4.02,49.99
1549.2,3,1.5,21.1,5037.3,0,Good,7.42,1.84,2.4,34.19,9.94,120.5,5.64,3.38,49.94
1832.4,3,2.0,4.7,6005.6,1,Average,7.5,0.32,1.54,35.35,10.0,122.23,5.64,4.76,54.95
1946.8,3,2.5,62.9,11380.8,2,Fair,10.0,2.26,2.19,15.07,10.0,129.61,4.79,3.67,54.6
2483.0,4,3.0,19.4,10440.1,3,Good,6.59,0.72,2.5,40.7,10.0,101.12,3.46,1.8,68.75
2126.4,3,2.0,4.0,12088.0,1,Average,6.33,1.63,1.49,57.35,9.86,97.18,6.08,4.61,49.52
1252.2,2,1.0,25.0,7098.7,2,Excellent,9.29,3.02,2.12,17.6,10.0,134.25,2.5,3.22,56.3
2282.6,4,2.5,3.4,7571.9,3,Excellent,6.26,9.17,1.44,39.09,7.47,91.73,5.58,1.87,70.03
2474.3,5,4.0,1.2,14439.7,2,Average,8.08,2.49,2.15,25.1,10.0,129.3,6.45,3.1,79.91
2430.7,4,3.5,13.5,13356.7,3,Excellent,6.85,0.89,1.44,41.39,10.0,119.26,3.17,3.43,79.13
2916.9,5,4.0,14.5,12159.2,3,Good,8.16,9.55,1.47,43.41,8.63,105.38,5.38,2.61,88.32
2675.4,4,3.5,3.8,10290.1,3,Good,7.81,0.28,1.06,26.51,10.0,98.05,4.78,2.25,79.41
2346.6,5,3.5,7.7,9923.6,2,Good,5.77,3.49,5.11,35.27,10.0,80.26,5.41,3.62,61.12
1949.7,2,1.0,52.5,6735.6,1,Average,3.18,1.17,3.15,70.11,10.0,62.26,6.28,2.47,42.93
1117.3,2,1.5,6.0,5224.5,2,Fair,3.49,4.73,4.26,47.07,9.29,70.08,3.72,2.63,34.92
2322.4,3,2.5,3.0,7526.1,2,Excellent,3.19,1.49,0.79,61.58,10.0,72.69,4.95,4.42,62.38
2148.9,2,1.5,65.0,9877.7,1,Fair,6.34,1.99,6.19,37.78,10.0,111.46,5.02,3.15,50.27
2197.4,4,3.0,6.5,5609.3,3,Average,2.27,4.91,1.36,66.36,8.08,56.12,3.06,2.49,50.7
1278.1,2,1.5,20.5,5014.9,1,Fair,6.21,7.5,1.45,37.14,8.34,99.65,5.83,2.73,46.7
1368.7,2,2.0,4.7,5512.4,0,Average,6.74,0.85,6.35,17.91,10.0,125.6,6.99,3.69,39.1
2888.8,5,3.5,14.4,13647.6,2,Good,8.04,1.32,1.95,17.09,10.0,117.54,5.94,3.72,85.14
1970.7,5,2.5,8.8,8470.6,2,Average,7.41,0.21,2.18,35.35,10.0,118.45,5.34,3.9,64.22
2536.5,4,3.0,58.7,9373.4,2,Fair,8.12,6.41,0.48,8.0,7.82,122.9,6.17,4.0,65.82
2018.1,4,3.0,10.2,12151.7,3,Good,7.25,9.61,2.45,29.69,7.54,105.89,4.55,3.65,61.43
2019.1,3,2.5,15.8,9398.2,2,Excellent,5.92,1.25,1.21,37.92,10.0,90.72,4.23,3.86,70.91
2775.0,5,3.5,52.1,8409.3,3,Average,6.31,1.75,3.67,19.02,10.0,116.06,5.77,3.04,72.73
1668.0,2,2.0,65.0,8778.6,2,Good,4.97,1.99,3.38,61.04,10.0,80.86,5.45,2.56,40.81
2066.6,3,2.5,1.9,8216.1,1,Excellent,6.91,1.89,2.65,24.97,10.0,99.53,5.55,4.42,71.51
1699.7,4,2.5,32.4,5690.8,2,Fair,3.65,1.8,3.18,62.97,10.0,56.64,4.26,4.06,43.87
1716.3,4,3.0,8.7,8323.6,1,Average,8.42,2.27,2.31,16.72,9.96,127.73,3.54,3.19,59.65
1793.3,3,2.0,16.3,9591.5,1,Average,4.78,0.73,2.27,42.88,10.0,72.78,4.06,2.9,42.82
2159.7,2,1.5,8.5,11499.8,1,Average,6.78,0.39,1.12,31.19,10.0,107.58,4.26,5.11,66.43
1689.9,2,1.5,9.2,6386.5,1,Excellent,7.08,4.31,3.9,28.19,9.43,108.89,2.95,2.72,53.45
3101.1,6,4.0,3.1,17095.1,3,Good,8.59,6.2,6.64,19.09,9.38,117.83,5.72,3.57,87.95
1461.0,2,2.0,15.3,6251.2,1,Good,3.47,5.52,2.14,54.72,7.01,45.41,3.78,2.9,47.25
1871.7,4,2.5,14.2,11286.3,2,Good,5.91,3.35,2.81,33.79,9.06,78.6,3.72,3.09,54.92
1713.2,4,3.0,3.8,5717.0,3,Average,7.49,11.3,4.31,37.73,7.68,98.93,4.91,2.84,59.49
3315.8,5,4.0,14.0,13664.3,1,Good,9.65,0.2,5.52,13.58,10.0,121.94,4.2,1.8,82.86
2140.5,3,2.5,65.0,10188.5,2,Good,6.43,1.43,5.36,35.01,10.0,105.32,3.46,3.69,65.85
2867.4,3,2.5,22.6,9798.6,0,Good,5.43,1.39,0.57,33.13,10.0,117.26,3.59,3.89,79.81
1188.0,2,1.5,11.8,6173.1,2,Good,10.0,1.58,0.57,22.65,10.0,132.85,5.79,2.9,59.76
2194.0,3,2.5,44.6,10375.8,2,Fair,7.94,5.35,5.64,24.73,10.0,110.98,4.83,5.35,59.18
2728.1,4,3.0,15.4,7884.9,1,Good,8.97,1.59,3.18,8.0,10.0,120.0,3.54,3.61,81.91
2056.6,2,2.0,2.6,9919.6,1,Excellent,4.32,2.6,5.37,53.0,10.0,86.72,6.8,3.53,53.82
2901.3,4,4.0,14.3,13172.5,1,Good,7.44,3.25,3.17,21.79,9.59,116.51,4.42,3.69,71.96
1667.3,3,2.0,3.6,5799.8,2,Fair,4.55,6.17,2.92,57.83,8.57,77.09,5.78,2.96,39.53
3272.4,5,4.0,26.3,19094.1,2,Excellent,4.15,3.26,0.2,63.88,10.0,55.75,5.08,2.67,89.05
4467.6,6,4.0,61.5,24276.3,3,Fair,7.55,1.74,7.43,36.8,10.0,98.25,5.31,2.83,87.1
1759.9,4,3.0,8.1,6518.0,2,Good,7.67,4.0,2.84,22.85,10.0,115.7,5.22,2.99,65.96
1709.7,2,1.5,10.3,8101.1,1,Good,5.63,2.52,3.55,41.03,10.0,92.9,3.68,3.82,52.07
3323.2,4,3.0,9.9,13165.3,3,Excellent,9.08,2.61,3.78,18.21,10.0,129.17,7.67,3.12,86.14
3473.3,5,4.0,6.0,17894.2,3,Fair,5.84,1.51,2.08,46.79,9.6,101.42,4.36,3.86,91.33
1664.0,3,2.5,28.5,9963.0,1,Average,6.01,0.21,1.68,33.17,10.0,77.05,6.11,2.45,50.49
1724.9,3,2.0,17.3,6675.4,1,Good,6.44,1.61,3.91,36.46,10.0,103.25,4.33,2.92,58.61
1810.5,4,2.5,1.2,11280.1,2,Excellent,6.06,1.35,4.66,53.57,10.0,98.19,3.98,2.87,73.79
1248.2,2,2.0,32.9,5532.9,2,Good,8.8,0.54,4.16,15.63,10.0,112.78,6.71,1.8,48.02
1448.8,2,1.5,3.7,5178.1,2,Excellent,4.62,0.91,1.86,50.75,10.0,69.72,6.91,3.06,50.5
1406.1,1,1.0,65.0,9075.7,1,Average,5.14,12.86,2.42,65.77,6.05,93.84,5.7,2.62,33.91
1527.3,3,2.0,8.5,7076.6,3,Good,4.36,1.25,3.43,51.97,10.0,59.15,6.09,3.74,46.59
1974.1,3,3.0,17.2,8491.2,3,Good,9.89,2.54,1.71,8.0,10.0,173.23,3.82,3.95,75.23
2168.9,3,2.5,1.5,10415.7,2,Excellent,5.92,2.75,4.49,38.77,10.0,100.81,5.93,2.35,69.64
3438.1,4,3.0,7.6,13599.9,2,Average,5.12,2.83,3.95,59.7,9.92,83.04,5.91,3.22,78.18
1408.9,3,2.0,29.2,6143.3,2,Good,5.98,0.36,2.45,48.53,10.0,90.27,5.68,2.44,47.91
2820.1,4,3.0,11.7,16320.2,2,Average,8.03,4.92,5.83,14.98,8.33,128.36,7.01,3.64,59.27
1854.0,3,2.0,42.3,9522.8,3,Fair,7.69,4.39,2.15,30.69,9.85,107.73,2.69,2.88,47.68
1963.9,3,2.0,15.4,10969.1,1,Good,5.46,12.3,3.2,42.79,4.67,82.66,5.0,3.0,58.18
2530.5,3,2.0,47.5,10363.6,2,Fair,5.78,0.85,3.13,45.24,10.0,111.81,6.83,3.24,52.04
1348.9,1,1.0,65.0,6397.2,1,Average,3.88,2.78,3.41,51.46,9.42,63.02,3.98,3.61,38.89
2284.4,2,2.0,10.9,12348.1,1,Average,6.75,5.41,3.97,37.56,9.67,104.53,5.91,3.44,52.72
2118.1,4,2.5,15.0,8927.9,3,Fair,8.81,0.62,3.29,34.79,10.0,115.65,4.67,3.69,59.41
2374.1,3,2.5,32.4,,1,Good,5.45,5.19,5.41,22.33,8.83,91.33,5.3,3.94,60.94
2211.0,6,4.5,4.5,9991.9,3,Good,7.64,1.21,4.43,30.82,10.0,121.04,4.04,3.3,82.07
4719.0,6,5.0,35.6,18617.5,3,Fair,5.45,1.25,0.97,51.4,10.0,111.26,7.69,2.62,98.21
1598.5,2,1.5,16.1,5501.8,2,Average,4.53,9.52,6.42,39.8,7.76,63.95,3.94,2.2,40.4
1659.3,2,1.5,23.3,9585.9,2,Fair,7.72,1.41,1.87,23.12,10.0,93.56,5.06,2.83,44.61
1606.6,3,2.0,1.5,9699.6,1,Good,10.0,3.01,2.16,8.0,10.0,136.26,4.91,3.57,54.89
1645.1,2,2.0,26.2,7505.0,2,Excellent,7.48,2.06,6.08,23.5,9.65,102.36,6.38,2.36,51.55
1598.6,3,2.0,6.7,9544.4,2,Good,5.76,0.46,2.1,34.96,10.0,90.97,5.28,4.21,56.58
3029.5,4,3.0,29.4,15392.6,1,Good,5.87,9.82,1.64,36.62,7.04,99.83,3.47,2.61,70.39
